,Star_Rating,Review_Title,Pros,Cons,Review_Title_sentiment_score_normalization,Pros_And_Cons,Pros_And_Cons_sentiment_score_normalization,Review_Title_sentiment_score_vader,Pros_And_Cons_sentiment_score_vader,Review_Title_Flair,Pros_And_Cons_Flair
4562,5.0,Engineering Manager,"I get to solve problems with fantastic colleagues, some of the smartest people I've ever worked with. I get to work on truly important challenges - products and systems that impact 1.7bn people. I also get to do what I love, using knowledge I gained from my PhD. Then there are the perks of being there - the free food, events and great office.","It's hard work, and pretty intense. It can be hard to extract yourself from the fast pace and the scale of the problems.",0.0,"I get to solve problems with fantastic colleagues, some of the smartest people I've ever worked with. I get to work on truly important challenges - products and systems that impact 1.7bn people. I also get to do what I love, using knowledge I gained from my PhD. Then there are the perks of being there - the free food, events and great office.It's hard work, and pretty intense. It can be hard to extract yourself from the fast pace and the scale of the problems.",0.17,0.0,0.98,0.9931786060333252,0.9988967180252075
4563,2.0,"Too much busy-ness, not enough real deliverables","Great physical working environment
Energy
Strong aspects of the culture
Openness of Mark Zuckerburg","Incorrect understanding and execution of the company values:
Value: Done is better than perfect - the incorrect interpretation is that done and perfect are mutually exclusive, no-one wants to do anything that is perfect.
Value: We [managers / leaders] are non-directive - incorrect interpretation is that managers do not need to provide direction, the result is that manager are ineffective and simply try to please employees.
Value: Make an impact - incorrect interpretation is any impact is a good impact, the actual impact of this is that there is little significant impact.

The company has many conflicting ways of working, for example the short term review process and the want and need to take risks and innovate. The result is that employees do not want to take long term risks as they will be penalised in their next review.

There is a PIP (personal improvement plan) process to help those underachieving to get back on track. This is only effective at removing people from the company and during new manager training (FME) managers are informed that most people (>80%) that are placed on a PIP leave the company. At the same time the company prides itself on the ability of employees to have tough conversations (Crucial Conversations is a class employees are encouraged to attend) yet no-one has these tough conversations. There is a reliance on processes such as the PIP process to remove people from the company rather than having direct conversations.",0.17,"Great physical working environment
Energy
Strong aspects of the culture
Openness of Mark ZuckerburgIncorrect understanding and execution of the company values:
Value: Done is better than perfect - the incorrect interpretation is that done and perfect are mutually exclusive, no-one wants to do anything that is perfect.
Value: We [managers / leaders] are non-directive - incorrect interpretation is that managers do not need to provide direction, the result is that manager are ineffective and simply try to please employees.
Value: Make an impact - incorrect interpretation is any impact is a good impact, the actual impact of this is that there is little significant impact.

The company has many conflicting ways of working, for example the short term review process and the want and need to take risks and innovate. The result is that employees do not want to take long term risks as they will be penalised in their next review.

There is a PIP (personal improvement plan) process to help those underachieving to get back on track. This is only effective at removing people from the company and during new manager training (FME) managers are informed that most people (>80%) that are placed on a PIP leave the company. At the same time the company prides itself on the ability of employees to have tough conversations (Crucial Conversations is a class employees are encouraged to attend) yet no-one has these tough conversations. There is a reliance on processes such as the PIP process to remove people from the company rather than having direct conversations.",0.05,0.0,0.99,-0.9998044371604919,0.8951119780540466
4564,5.0,Great place to carve your career,"Amazing culture, flexibility, opportunity and the perks and benefits speak for themselves. The first place in an 11 year career that I've felt truly challenged and empowered to do my best work and think outside the box. The ability to get things done with little red tape is unparalleled.",Little that i've experienced - tough place to keep outperforming yourself when surrounded by such smart and talented people.,0.25,"Amazing culture, flexibility, opportunity and the perks and benefits speak for themselves. The first place in an 11 year career that I've felt truly challenged and empowered to do my best work and think outside the box. The ability to get things done with little red tape is unparalleled.Little that i've experienced - tough place to keep outperforming yourself when surrounded by such smart and talented people.",0.26,0.62,0.98,0.9973771572113037,0.9997366070747375
4565,5.0,Data Scientist,"It's a great company with great culture. You own your career here and if you develop good cross-functional work, you will be very successful here.","I don't really have big cons about this company. I've been learning a lot, working a lot and at the same time encouraged to manage work and life time.",0.0,"It's a great company with great culture. You own your career here and if you develop good cross-functional work, you will be very successful here.I don't really have big cons about this company. I've been learning a lot, working a lot and at the same time encouraged to manage work and life time.",0.24,0.0,0.96,0.9987573623657227,0.9951436519622803
4566,5.0,Great place to work,Great amount of autonomy given to employees at all levels. Leadership is very transparent. All employees are encouraged to never hesitate to question their leaders. Overall environment is one of cohesiveness and cogeniality,Targets & Goals set can be very aggressive. Hiring still tends to be slow which results in tough workloads on current employees.,0.67,Great amount of autonomy given to employees at all levels. Leadership is very transparent. All employees are encouraged to never hesitate to question their leaders. Overall environment is one of cohesiveness and cogenialityTargets & Goals set can be very aggressive. Hiring still tends to be slow which results in tough workloads on current employees.,0.03,0.62,0.72,0.9945878982543945,0.9953025579452515
4567,5.0,Best Company to Work For,"- As multicultural and as an open environment as you can get in a company
- Compensation and benefits are as good as they can get
- Best manager I ever worked for
- Best people I ever met in an office","- As in any company you will encounter issues and you will not be happy with many things, it's not Paradise.
- Very fast paced environment.
- You get a lot and you have to give back more if you want to keep your fantastic job",0.67,"- As multicultural and as an open environment as you can get in a company
- Compensation and benefits are as good as they can get
- Best manager I ever worked for
- Best people I ever met in an office- As in any company you will encounter issues and you will not be happy with many things, it's not Paradise.
- Very fast paced environment.
- You get a lot and you have to give back more if you want to keep your fantastic job",0.22,0.64,0.91,0.9996362924575806,0.9996367692947388
4568,5.0,Deserves the award: the best place to work in the world,"- Work with smartest people in the world
- Efficiency is at the top, it is crucial to make things work in the same quality in shorter time in more scale.
- The company and products develop your skills based on your area of expertise
- There are many perks: three times meals, free food in the kitchens, cool offices, games rooms, activities, parties etc. etc.",There is pretty much nothing to add here.,0.5,"- Work with smartest people in the world
- Efficiency is at the top, it is crucial to make things work in the same quality in shorter time in more scale.
- The company and products develop your skills based on your area of expertise
- There are many perks: three times meals, free food in the kitchens, cool offices, games rooms, activities, parties etc. etc.There is pretty much nothing to add here.",0.2,0.83,0.96,0.9982088804244995,0.9989629983901978
4569,5.0,"Smart, humble & so keen","Everyone on the team is driven by an absolute ambition to make the world a better a place. The teams are collaborative, creative and welcoming to new ideas. The company is driven by impact and moving fast, so if you've got an idea you've got room to make a real impact.","Not sure I would say this is a con, but you need to pro-actively set your goals and prioritize your efforts to make you're putting your energy in the right place.",1.0,"Everyone on the team is driven by an absolute ambition to make the world a better a place. The teams are collaborative, creative and welcoming to new ideas. The company is driven by impact and moving fast, so if you've got an idea you've got room to make a real impact.Not sure I would say this is a con, but you need to pro-actively set your goals and prioritize your efforts to make you're putting your energy in the right place.",0.09,0.67,0.8,0.9978125095367432,0.9996814727783203
4570,3.0,Working at Facebook Hyderabad,"Decent facilities, good brand name, option to relocate to global offices","No exciting work happens out of Hyderabad office, too much favouritism in place, people suck up to folks in US offices, be prepared to take calls at 10-11 PM almost everyday, people mistake meetings for productivity, no planned investment for the future, this has become more of a back office",0.0,"Decent facilities, good brand name, option to relocate to global officesNo exciting work happens out of Hyderabad office, too much favouritism in place, people suck up to folks in US offices, be prepared to take calls at 10-11 PM almost everyday, people mistake meetings for productivity, no planned investment for the future, this has become more of a back office",0.05,0.0,0.19,0.8620423078536987,-0.9894524812698364
4571,5.0,The best place to work ever!,"- Work and life balance is a must
- You always feel like your work is the most important thing
- Great environment and you're surrounded by professionals and very talented people
- Is always a pleasure to work in a company that has changed the world as FB did and keep doing",- It is hard to maintain the same culture in such a large company,0.5,"- Work and life balance is a must
- You always feel like your work is the most important thing
- Great environment and you're surrounded by professionals and very talented people
- Is always a pleasure to work in a company that has changed the world as FB did and keep doing- It is hard to maintain the same culture in such a large company",0.24,0.67,0.94,0.9994558691978455,0.9990369081497192
4572,5.0,Awesome place to work,"#1: more impact/person than possibly any other organization on the planet

Also: brilliant and friendly coworkers, ridiculous perks, emphasis on career development and learning","Most people don't have a great work-life balance, but it's always self-selected/self-imposed. (Culture is focused on impact rather than time spent working, so working longer hours is not measured or inherently valued.)",0.67,"#1: more impact/person than possibly any other organization on the planet

Also: brilliant and friendly coworkers, ridiculous perks, emphasis on career development and learningMost people don't have a great work-life balance, but it's always self-selected/self-imposed. (Culture is focused on impact rather than time spent working, so working longer hours is not measured or inherently valued.)",0.08,0.62,0.61,0.99577796459198,0.9995632767677307
4573,5.0,Manager in Sales Organisation,Fantastic place to work. Develop your career. Develop as a person as they invest an awful lot in you.,The bar is always rising. What's good one year is average the next year. There is no resting on your laurels. That is the same for everyone.,0.0,Fantastic place to work. Develop your career. Develop as a person as they invest an awful lot in you.The bar is always rising. What's good one year is average the next year. There is no resting on your laurels. That is the same for everyone.,0.09,0.0,0.32,0.9782853126525879,0.8880856037139893
4574,5.0,Amazing place to work. Great culture. Great mission.,"Always new opportunities. International and highly innovative. Excellent work life balance, and lots of potential for career growth. The company has a very interesting road map with tons of new products yet to be realized.",Company is getting bigger. Starting to slow down. There is beginning to be a lot of emphasis on managing internal stakeholders which is symptomatic of a transition into being a large multinational.,0.57,"Always new opportunities. International and highly innovative. Excellent work life balance, and lots of potential for career growth. The company has a very interesting road map with tons of new products yet to be realized.Company is getting bigger. Starting to slow down. There is beginning to be a lot of emphasis on managing internal stakeholders which is symptomatic of a transition into being a large multinational.",0.08,0.92,0.94,0.9913358688354492,0.9537771344184875
4575,5.0,Great company to work for,Facebook is an employee-focused company. Working here I feel valued and appreciated. I feel lucky to be part of this organization.,"This is not a real con, actually, but rather a reflection on the fact that in order to be successful at Facebook you have to be comfortable with change.",0.67,"Facebook is an employee-focused company. Working here I feel valued and appreciated. I feel lucky to be part of this organization.This is not a real con, actually, but rather a reflection on the fact that in order to be successful at Facebook you have to be comfortable with change.",0.17,0.62,0.94,0.9981180429458618,0.9965729713439941
4576,5.0,very good work experience with a brilliant environment,learn work and grow with the best social site in the world,"post IPO, facebook's company rating and compensation benefits are going down",0.6,"learn work and grow with the best social site in the worldpost IPO, facebook's company rating and compensation benefits are going down",0.21,0.79,0.78,0.9951145648956299,-0.9572855234146118
4577,5.0,"It's not like working for a company, it's working for people, making their life better","This company provides you everything to make an impact for more than 1 billion people. This is something unique in the world.
The atmosphere is great, you can ask anything to anyone freely.","Moving Fast brings some problems for future, but it's no big deal, has more pros than cons.",0.25,"This company provides you everything to make an impact for more than 1 billion people. This is something unique in the world.
The atmosphere is great, you can ask anything to anyone freely.Moving Fast brings some problems for future, but it's no big deal, has more pros than cons.",0.04,0.2,-0.27,0.6920092701911926,0.9986186027526855
4578,5.0,Perfect working environment,"Talented people with very unconventional working style. People are creative, and professional. Furthermore, it keeps you out of stress and focus on the work at the highest efficiency. Everyone is friendly and the most importantly is the diversity at Facebook is the key to explore to power.",None. Because I can't find any place work better than here. this is why it is voted as the best place to work.,0.33,"Talented people with very unconventional working style. People are creative, and professional. Furthermore, it keeps you out of stress and focus on the work at the highest efficiency. Everyone is friendly and the most importantly is the diversity at Facebook is the key to explore to power.None. Because I can't find any place work better than here. this is why it is voted as the best place to work.",0.22,0.57,0.96,0.9985564351081848,0.9994838237762451
4579,5.0,"Long interview process, worth the wait","Great company culture, very smart people, interesting work, entrepreneurial, dynamic and ever changing","lots of smart people all trying to make an impact, competitive in a good way, but you need to be on your ""A game.""",0.2,"Great company culture, very smart people, interesting work, entrepreneurial, dynamic and ever changinglots of smart people all trying to make an impact, competitive in a good way, but you need to be on your ""A game.""",0.38,0.23,0.86,-0.5428308844566345,0.9795413613319397
4580,5.0,"Opportunities, learning and devolopment","-Really smart people to work with
- Leaders who care and are invested in helping you build your career
- Amazing work culture and perks/benefits","Fast paced environment, what you work on today,might not be a priority for the business tomorrow",0.0,"-Really smart people to work with
- Leaders who care and are invested in helping you build your career
- Amazing work culture and perks/benefitsFast paced environment, what you work on today,might not be a priority for the business tomorrow",0.26,0.38,0.9,-0.9407690167427063,0.998318076133728
4581,5.0,Operations Engineer at Facebook,"- Amazing work environment (meritocracy, smart people, great technologies, ...)
- Great perks (food, snacks, health insurance, gym benefit, laundry, ...)
- Very little corporate overhead.
- Feels very much like a startup, despite being over 8 years old.","- Time-sink: it's easy to neglect everything that's not work related.
- Decent salary but nothing extraordinary.",0.0,"- Amazing work environment (meritocracy, smart people, great technologies, ...)
- Great perks (food, snacks, health insurance, gym benefit, laundry, ...)
- Very little corporate overhead.
- Feels very much like a startup, despite being over 8 years old.- Time-sink: it's easy to neglect everything that's not work related.
- Decent salary but nothing extraordinary.",0.24,0.0,0.88,-0.7189779877662659,0.6711975336074829
4582,5.0,Amazing place to work!,It's a strengths based company- you are given the opportunity to play to your strengths and move into a role that aligns with what you're good at! Benefits are really good!,It's a competitive place to work- you're expected to make an impact from day one! It can be difficult to keep the momentum all of the time!,0.67,It's a strengths based company- you are given the opportunity to play to your strengths and move into a role that aligns with what you're good at! Benefits are really good!It's a competitive place to work- you're expected to make an impact from day one! It can be difficult to keep the momentum all of the time!,0.15,0.62,0.94,0.9983402490615845,0.9984391331672668
4583,5.0,Facebook makes you feel like part of a family,"- co workers care about your well being
- helping others to achieve and excel is the norm
-","- people like working here too much that many people do long hours
- company is getting bigger and bigger and is easier to become less impactful / less recognized.",0.17,"- co workers care about your well being
- helping others to achieve and excel is the norm
-- people like working here too much that many people do long hours
- company is getting bigger and bigger and is easier to become less impactful / less recognized.",0.19,0.36,0.93,0.9852918386459351,0.9051761627197266
4584,5.0,The best 2 years of my working career,"Great work ethic, fantastic technical products with in-depth knowledge share
Hard working ethic ensures an enthusiastic team work environment.","over hiring has diluted the original culture.
back stabbing politics makes working the hard when you have to keep looking over your shoulder.",0.25,"Great work ethic, fantastic technical products with in-depth knowledge share
Hard working ethic ensures an enthusiastic team work environment.over hiring has diluted the original culture.
back stabbing politics makes working the hard when you have to keep looking over your shoulder.",0.1,0.64,0.93,0.9991600513458252,0.9825383424758911
4585,5.0,Amazing employer with lots of challenges and opportunities to learn and grow,"Amazing colleagues who care about their work and colleagues
Challenging problems
Very self-led, opportunity to drive what you care about
Extremely flexible work environment with working from home options, amazing benefits","Work-life balance is not always easy, there is pressure to perform but also always lots of work to do",0.14,"Amazing colleagues who care about their work and colleagues
Challenging problems
Very self-led, opportunity to drive what you care about
Extremely flexible work environment with working from home options, amazing benefitsWork-life balance is not always easy, there is pressure to perform but also always lots of work to do",0.19,0.77,0.78,0.9957452416419983,0.9960824251174927
4586,5.0,Amazing culture,"- Fast-paced: Priority can change within weeks. Done is better than perfect. 
- Inclusive: You're always encouraged to be your authentic self. Not big in hierarchy. 
- Sense of belonging: The people working here are usually passionate about what they are doing. People will bring their best not to get promotions but because they actually believe in the mission.",The organization is getting too big and each role is too specialized.,0.5,"- Fast-paced: Priority can change within weeks. Done is better than perfect. 
- Inclusive: You're always encouraged to be your authentic self. Not big in hierarchy. 
- Sense of belonging: The people working here are usually passionate about what they are doing. People will bring their best not to get promotions but because they actually believe in the mission.The organization is getting too big and each role is too specialized.",0.17,0.59,0.83,0.9853630065917969,-0.7631736397743225
4587,5.0,Easily the best company I have ever worked at.,"- Amazing pay, perks and benefits, offices
- People and culture. Informal, collaborative, very supportive and flexible work environment.
- Transparency culture, e.g. weekly Q&As with CEO/COO
- Working on extremely impactful products","- Too focused on short term impact/employee's performance cycle.
- Bad press can affect morale",0.4,"- Amazing pay, perks and benefits, offices
- People and culture. Informal, collaborative, very supportive and flexible work environment.
- Transparency culture, e.g. weekly Q&As with CEO/COO
- Working on extremely impactful products- Too focused on short term impact/employee's performance cycle.
- Bad press can affect morale",0.11,0.77,0.83,0.9982022047042847,0.9594432711601257
4588,5.0,Top Company to work for,"It's a flat organization with very flexible work, lots of benefits and of course great food for breakfast, lunch and dinner!","A lot of strangers will talk to you if you go out with facebook tshirts, if you want to stay on your own, just don't wear them ! :-) Apart of this, no cons on working at FB in my opinion",0.67,"It's a flat organization with very flexible work, lots of benefits and of course great food for breakfast, lunch and dinner!A lot of strangers will talk to you if you go out with facebook tshirts, if you want to stay on your own, just don't wear them ! :-) Apart of this, no cons on working at FB in my opinion",0.12,0.2,0.74,0.9993273019790649,0.9954533576965332
4589,5.0,Amazing company! Learning a lot.,"Everything about the company, is great to be surrounded by intelligent people and learn with them! You must be a faster learner and a self starter to do well!","Work life balance some time is a challenge, with all the mobility you end up working more hours then necessary.",0.25,"Everything about the company, is great to be surrounded by intelligent people and learn with them! You must be a faster learner and a self starter to do well!Work life balance some time is a challenge, with all the mobility you end up working more hours then necessary.",0.22,0.62,0.84,0.9975225329399109,0.9971029162406921
4590,5.0,One of the best companies to work for,"- They take care of basically all our needs. Laptop, mobile phone, food, shower, shares, health and life insurance, transport allowance, wellness and gym benefits amongst other stuff.",This can be a very competitive environment and it can be a bit challenging depending on the nature of the employee.,0.5,"- They take care of basically all our needs. Laptop, mobile phone, food, shower, shares, health and life insurance, transport allowance, wellness and gym benefits amongst other stuff.This can be a very competitive environment and it can be a bit challenging depending on the nature of the employee.",0.04,0.64,0.91,0.9992904663085938,0.991844117641449
4591,5.0,Great place to be,"Amazing work environment. Challenging atmosphere, but everybody is willing to help. The authenticity of everyone is one of the best things. The perk of having breakfast, lunch and dinner is ridiculously good!","Sometimes can be too US centered, but they try constantly to balance this.",0.5,"Amazing work environment. Challenging atmosphere, but everybody is willing to help. The authenticity of everyone is one of the best things. The perk of having breakfast, lunch and dinner is ridiculously good!Sometimes can be too US centered, but they try constantly to balance this.",0.12,0.62,0.88,0.9968441724777222,0.9975031018257141
4592,4.0,Great Place to work,"- you get to work mostly with nice and smart people who want to see you succeed
 - a lot of autonomy and flexibility
 - great perks, offices and facilities
 - excitement of working for a company with such wide reaching impact
- a lot of openness and communication from senior management
- strong sense of optimism about the future of the company","- a lot of distractions and different things to work on, can be hard to prioritise workload sometimes
- as the company grows a lot more admin and process coming in which adds to the taskload
- things change all the time and it's an environment that can frustrate some people. Patience and resilience are required to work there",0.67,"- you get to work mostly with nice and smart people who want to see you succeed
 - a lot of autonomy and flexibility
 - great perks, offices and facilities
 - excitement of working for a company with such wide reaching impact
- a lot of openness and communication from senior management
- strong sense of optimism about the future of the company- a lot of distractions and different things to work on, can be hard to prioritise workload sometimes
- as the company grows a lot more admin and process coming in which adds to the taskload
- things change all the time and it's an environment that can frustrate some people. Patience and resilience are required to work there",0.17,0.62,0.97,0.9945878982543945,0.9970334768295288
4593,5.0,Community Development Inspector 1,"To promote awareness, mobilization and security",communicating with anonymous or fake people,0.0,"To promote awareness, mobilization and securitycommunicating with anonymous or fake people",-0.14,0.0,-0.13,0.9557251334190369,0.6690993309020996
4594,5.0,Mindblowing!,"Great deal of flexibility
Most amazing senior management and some of the best mentors
The perfect place to kickstart your career and learn about the corporate
A dynamic organization with well defined structures. But not so rigidly defined that you lose out on flexibility
free food, great parties and offsites, intellectual and passionate people and the best culture",Low compensation and long working hours ( though largely a personal choice),0.0,"Great deal of flexibility
Most amazing senior management and some of the best mentors
The perfect place to kickstart your career and learn about the corporate
A dynamic organization with well defined structures. But not so rigidly defined that you lose out on flexibility
free food, great parties and offsites, intellectual and passionate people and the best cultureLow compensation and long working hours ( though largely a personal choice)",0.27,0.0,0.99,0.9984259605407715,0.9970292448997498
4595,5.0,Do what you do best,"- Huge focus on employee development
- Flat organization - every one is reachable and reactive 
- Sounds cliche but it's an amazing organization with truly amazing intentions, vision and executions.
- Moving super fast and super flexible","Not sure i have any, but I think some people will find the speed and flexibility bothering. Almost 2 years and loving every minute",1.0,"- Huge focus on employee development
- Flat organization - every one is reachable and reactive 
- Sounds cliche but it's an amazing organization with truly amazing intentions, vision and executions.
- Moving super fast and super flexibleNot sure i have any, but I think some people will find the speed and flexibility bothering. Almost 2 years and loving every minute",0.17,0.64,0.99,0.993099570274353,0.9980016350746155
4596,5.0,agent Mcfly,"Having a laugh, when your day really really bad, great CNN / technology on apps needs a little service in some areas, mostly sorting likes n don't likes.","Having to tell people, to respect each other, n talk civil ' even in wrath angry words don't aide.",0.0,"Having a laugh, when your day really really bad, great CNN / technology on apps needs a little service in some areas, mostly sorting likes n don't likes.Having to tell people, to respect each other, n talk civil ' even in wrath angry words don't aide.",0.03,0.0,0.78,0.7358645796775818,-0.9471933841705322
4597,5.0,Great corporate vision,"Great smart people
Great perks
Great diversity
Free food
Management moves fast and react fast
Open culture and code","Some smart people can be rather snobbish
Actually heard ""what's ROI"" from a engineer
Disconnect from Eng vs rest",0.33,"Great smart people
Great perks
Great diversity
Free food
Management moves fast and react fast
Open culture and codeSome smart people can be rather snobbish
Actually heard ""what's ROI"" from a engineer
Disconnect from Eng vs rest",0.24,0.73,0.96,0.9928123354911804,0.8238291144371033
4598,5.0,"Fast paced, great environment and strong culture.","Truly mission led company which drives everything that we do.
Strong and inspirational leaders.
Great environment, great colleagues and we are well looked after.
Fast paced and constantly changing with an ambition to always do better.",If you don't like the challenge of a fast paced environment with constant change then it can be challenging.,0.5,"Truly mission led company which drives everything that we do.
Strong and inspirational leaders.
Great environment, great colleagues and we are well looked after.
Fast paced and constantly changing with an ambition to always do better.If you don't like the challenge of a fast paced environment with constant change then it can be challenging.",0.3,0.81,0.96,0.9970209002494812,0.9966944456100464
4599,5.0,Has been very useful both socially and business wise,"Great reach of people to interact with, Customers are a click away, Access to companies all over the world, The overall benefits are great and suit my lifestyle","Lots of time spend in front of the computer, leaving not much time for home, friends and group outings. Saturated market means its harder to achieve goals",0.5,"Great reach of people to interact with, Customers are a click away, Access to companies all over the world, The overall benefits are great and suit my lifestyleLots of time spend in front of the computer, leaving not much time for home, friends and group outings. Saturated market means its harder to achieve goals",0.09,0.74,0.93,0.9909273386001587,0.9807838797569275
4600,5.0,A strong career move,"Facebook focuses people on growth, and focuses managers on coaching people to improve
You'll learn how to use engineering to drive real impact for the company, and how to become the best version of yourself",The high bar makes people work hard,0.33,"Facebook focuses people on growth, and focuses managers on coaching people to improve
You'll learn how to use engineering to drive real impact for the company, and how to become the best version of yourselfThe high bar makes people work hard",0.08,0.51,0.85,0.9979852437973022,-0.7866488695144653
4601,5.0,A great place to work,Facebook is by far the best place I’ve worked. They hire smart but humble people and do their best to remove roadblocks and enable people to do their best work .,Its not for everyone . You have to be very autonomous and have a lot of self drive to succeed .,0.67,Facebook is by far the best place I’ve worked. They hire smart but humble people and do their best to remove roadblocks and enable people to do their best work .Its not for everyone . You have to be very autonomous and have a lot of self drive to succeed .,0.41,0.62,0.97,0.9929028153419495,0.889698326587677
4602,5.0,Incredible company raising the bar when it comes to taking care of employees,"Working with the smartest people
A vision led company 
All the food!
The benefits package 
Competitive comp
International opportunities",There are honestly very few. Facebook is a growing company and that runs the risk of losing its culture,0.12,"Working with the smartest people
A vision led company 
All the food!
The benefits package 
Competitive comp
International opportunitiesThere are honestly very few. Facebook is a growing company and that runs the risk of losing its culture",0.1,0.49,0.86,0.997490406036377,0.8618937730789185
4603,5.0,Amazing place to work,"+ best company in the world
+ amazing offices
+ super friendly, super talented colleagues
+ clear, actionable mission","- it's bigger than it used to be, but that's not such a con as it's still fast moving",0.67,"+ best company in the world
+ amazing offices
+ super friendly, super talented colleagues
+ clear, actionable mission- it's bigger than it used to be, but that's not such a con as it's still fast moving",0.42,0.59,0.92,0.9960188269615173,0.9988967180252075
4604,5.0,Best company to work for!,"It's so much fun to work for Facebook. Amazing perks and benefits. Free breakfast, lunch, dinner. They respect your work style - no set start/end times. Culture built on feedback, all levels are very receptive to listen to your opinion. no bureaucracy, transparent, impactful","I really can't think of any downside. It's all I can ask from a company, there's no other place I'd rather work for.",0.67,"It's so much fun to work for Facebook. Amazing perks and benefits. Free breakfast, lunch, dinner. They respect your work style - no set start/end times. Culture built on feedback, all levels are very receptive to listen to your opinion. no bureaucracy, transparent, impactfulI really can't think of any downside. It's all I can ask from a company, there's no other place I'd rather work for.",0.25,0.67,0.87,0.9998233914375305,0.9828996062278748
4605,5.0,Awesome workplace!,After working at Facebook almost two years I can say that this is without question the best workplace I have ever seen. It is not only the sweet perks and the unique opportunity to create value for over a billion users over the world. It's also the culture that makes this company really amazing to work for.,Sometimes re-orgs can get a bit confusing internally.,0.5,After working at Facebook almost two years I can say that this is without question the best workplace I have ever seen. It is not only the sweet perks and the unique opportunity to create value for over a billion users over the world. It's also the culture that makes this company really amazing to work for.Sometimes re-orgs can get a bit confusing internally.,0.09,0.66,0.56,0.9972736239433289,0.9986196756362915
4606,5.0,Facebook Dublin,"Lots of autonomy, opportunity to have impact and be creative in your thinking. Decisions can be made quickly due to lack of red tape. Work with some of the smartest people in the industry who are incredibly humble and collaborative.",Lack of structure and process due to pace of growth.,0.0,"Lots of autonomy, opportunity to have impact and be creative in your thinking. Decisions can be made quickly due to lack of red tape. Work with some of the smartest people in the industry who are incredibly humble and collaborative.Lack of structure and process due to pace of growth.",0.12,0.0,0.88,-0.8929145336151123,0.978435754776001
4607,5.0,"Amazing speed, amazing people, amazing job","The best reason to work at FB is definitely the people who work there. I've made so many friends and everybody are friendly to each other. Also they are actually intelligent people. I mean, even the cook was a student! :-)
BTW cook, the food is for free and I love it.
Free food and drinks (even Red Bull and ice cream on summer).
Nice parties on top of the roof. OMG. The bbq was awesome.","Paper plates and plastic spoons etc. I dislike!
Salary is ok. I should have asked for more. Oh well.",0.5,"The best reason to work at FB is definitely the people who work there. I've made so many friends and everybody are friendly to each other. Also they are actually intelligent people. I mean, even the cook was a student! :-)
BTW cook, the food is for free and I love it.
Free food and drinks (even Red Bull and ice cream on summer).
Nice parties on top of the roof. OMG. The bbq was awesome.Paper plates and plastic spoons etc. I dislike!
Salary is ok. I should have asked for more. Oh well.",0.21,0.91,0.99,0.9980751276016235,0.536736786365509
4608,5.0,A calm ride after a interview storm,"people, salary, travel, options to work on projects that have a professional and personal interest.","people who are there a few years, do have a belief of entitlement or belonging, to those who started post IPO.",0.25,"people, salary, travel, options to work on projects that have a professional and personal interest.people who are there a few years, do have a belief of entitlement or belonging, to those who started post IPO.",0.06,0.32,0.0,0.9775078892707825,0.9873088002204895
4609,5.0,I love this job,"I am in Facebook less than a year, but I already love this company. So many internal tools. So much support from more experienced engineer. I can feel that my knowledge is growing every single day.","Hm, the only disadvantage I can see is that there is no disadvantages so far :(",0.5,"I am in Facebook less than a year, but I already love this company. So many internal tools. So much support from more experienced engineer. I can feel that my knowledge is growing every single day.Hm, the only disadvantage I can see is that there is no disadvantages so far :(",0.0,0.64,-0.36,0.9870325326919556,0.9951649904251099
4610,5.0,What a company should be like,"Awesome people, open culture, high level of trust, very little BS or bureaucracy","Can be overwhelming, can be hard to decide what problems to go after",0.5,"Awesome people, open culture, high level of trust, very little BS or bureaucracyCan be overwhelming, can be hard to decide what problems to go after",-0.07,0.36,0.65,0.994729220867157,0.9757852554321289
4611,5.0,"It's like a startup, only better","An amazing environment where people choose what to work on. There is hardly any beauracracy, and you can be entirely focused on your impact. Everyone is friendly and happy to help, and people can just be themselves.",Less suitable for people who are not self-driven,0.67,"An amazing environment where people choose what to work on. There is hardly any beauracracy, and you can be entirely focused on your impact. Everyone is friendly and happy to help, and people can just be themselves.Less suitable for people who are not self-driven",0.25,0.66,0.95,-0.9976046085357666,0.9959014058113098
4612,5.0,Life @Facebook,"Best is regarded as Normal 
Intelligent people trying to create impact to the real world 
Innovative ideas are given preference 
Fast paced","There are no cons, probably some will say there is less structure around processes but I think that is deliberately done to move fast",0.0,"Best is regarded as Normal 
Intelligent people trying to create impact to the real world 
Innovative ideas are given preference 
Fast pacedThere are no cons, probably some will say there is less structure around processes but I think that is deliberately done to move fast",0.18,0.0,0.67,0.5656054615974426,0.6470580101013184
4613,5.0,Facebook,"Very nice to work at, awesome people around, interesting projects in lots of areas, you can have huge impact, good salary and benefits.","Move fast and break things may not be the best motto; it's a big company, hard to coordinate across different offices.",0.0,"Very nice to work at, awesome people around, interesting projects in lots of areas, you can have huge impact, good salary and benefits.Move fast and break things may not be the best motto; it's a big company, hard to coordinate across different offices.",0.21,0.0,0.88,-0.8706789612770081,0.9621535539627075
